Comuna;FECHA_INMUNIZACION;Dosis;N° de vacunados;Criterio_elegibilidad;Servicio
San Joaquín;2023-04-06;Única;112;Enfermos cronicos de 11 a 64 años de edad;Sur
San Joaquín;2023-04-10;Única;117;Enfermos cronicos de 11 a 64 años de edad;Sur
San Joaquín;2023-04-11;Única;95;Enfermos cronicos de 11 a 64 años de edad;Sur
San Joaquín;2023-04-12;Única;116;Enfermos cronicos de 11 a 64 años de edad;Sur
San Joaquín;2023-04-13;Única;93;Enfermos cronicos de 11 a 64 años de edad;Sur
San Joaquín;2023-04-14;Única;78;Enfermos cronicos de 11 a 64 años de edad;Sur
San Joaquín;2023-04-15;Única;51;Enfermos cronicos de 11 a 64 años de edad;Sur
San José de Maipo;2023-03-15;Única;7;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San José de Maipo;2023-03-16;Única;14;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San José de Maipo;2023-03-17;Única;30;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San José de Maipo;2023-03-20;Única;38;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San José de Maipo;2023-03-21;Única;44;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San José de Maipo;2023-03-22;Única;26;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San José de Maipo;2023-03-23;Única;31;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San José de Maipo;2023-03-24;Única;28;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San José de Maipo;2023-03-27;Única;22;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San José de Maipo;2023-03-28;Única;28;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San José de Maipo;2023-03-29;Única;22;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San José de Maipo;2023-03-30;Única;37;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San José de Maipo;2023-03-31;Única;46;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San José de Maipo;2023-04-03;Única;34;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San José de Maipo;2023-04-04;Única;54;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San José de Maipo;2023-04-05;Única;23;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San José de Maipo;2023-04-06;Única;18;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San José de Maipo;2023-04-10;Única;18;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San José de Maipo;2023-04-11;Única;9;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San José de Maipo;2023-04-12;Única;28;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San José de Maipo;2023-04-13;Única;25;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San José de Maipo;2023-04-14;Única;29;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Miguel;2023-03-15;Única;72;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-03-16;Única;72;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-03-17;Única;160;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-03-18;Única;2;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-03-20;Única;194;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-03-21;Única;248;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-03-22;Única;198;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-03-23;Única;229;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-03-24;Única;201;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-03-25;Única;112;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-03-26;Única;93;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-03-27;Única;184;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-03-28;Única;177;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-03-29;Única;176;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-03-30;Única;199;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-03-31;Única;220;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-04-01;Única;63;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-04-02;Única;41;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-04-03;Única;164;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-04-04;Única;128;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-04-05;Única;177;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-04-06;Única;179;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-04-07;Única;1;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-04-10;Única;113;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-04-11;Única;128;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-04-12;Única;214;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-04-13;Única;209;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-04-14;Única;148;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-04-15;Única;95;Enfermos cronicos de 11 a 64 años de edad;Sur
San Miguel;2023-04-16;Única;10;Enfermos cronicos de 11 a 64 años de edad;Sur
San Pedro;2023-03-15;Única;2;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-03-16;Única;5;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-03-17;Única;10;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-03-20;Única;20;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-03-21;Única;23;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-03-22;Única;18;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-03-23;Única;27;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-03-24;Única;16;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-03-25;Única;11;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-03-27;Única;21;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-03-28;Única;23;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-03-29;Única;13;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-03-30;Única;19;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-03-31;Única;10;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-04-01;Única;2;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-04-03;Única;22;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-04-04;Única;28;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-04-05;Única;30;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-04-06;Única;14;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-04-10;Única;48;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-04-11;Única;15;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-04-12;Única;24;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-04-13;Única;11;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-04-14;Única;14;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Pedro;2023-04-15;Única;32;Enfermos cronicos de 11 a 64 años de edad;Occidente
San Ramón;2023-03-15;Única;3;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-03-16;Única;1;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-03-17;Única;93;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-03-18;Única;1;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-03-20;Única;203;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-03-21;Única;171;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-03-22;Única;184;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-03-23;Única;149;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-03-24;Única;147;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-03-27;Única;155;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-03-28;Única;148;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-03-29;Única;180;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-03-30;Única;228;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-03-31;Única;112;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-04-01;Única;11;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-04-03;Única;177;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-04-04;Única;166;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-04-05;Única;149;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-04-06;Única;139;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-04-08;Única;1;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-04-10;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-04-10;Única;206;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-04-11;Única;172;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-04-12;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-04-12;Única;172;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-04-13;Única;187;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-04-14;Única;141;Enfermos cronicos de 11 a 64 años de edad;Suroriente
San Ramón;2023-04-15;Única;44;Enfermos cronicos de 11 a 64 años de edad;Suroriente
Santiago;2023-03-15;Única;217;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-03-16;Única;199;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-03-17;Única;346;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-03-18;Única;119;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-03-19;Única;35;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-03-20;Única;509;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-03-21;Única;362;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-03-22;Única;447;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-03-23;Única;411;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-03-24;Única;392;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-03-25;Única;105;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-03-26;Única;29;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-03-27;Única;523;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-03-28;Única;415;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-03-29;Única;401;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-03-30;Única;468;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-03-31;Única;427;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-04-01;Única;113;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-04-03;EPRO;2;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-04-03;Única;543;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-04-04;Única;619;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-04-05;Única;441;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-04-06;Única;536;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-04-08;Única;1;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-04-10;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-04-10;Única;352;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-04-11;Única;505;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-04-12;Única;395;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-04-13;Única;547;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-04-14;Única;526;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-04-15;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-04-15;Única;204;Enfermos cronicos de 11 a 64 años de edad;Central
Santiago;2023-04-16;Única;24;Enfermos cronicos de 11 a 64 años de edad;Central
Talagante;2023-03-15;Única;23;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-03-16;Única;30;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-03-17;Única;84;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-03-18;Única;12;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-03-20;Única;173;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-03-21;Única;142;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-03-22;Única;128;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-03-23;Única;135;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-03-24;Única;136;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-03-25;Única;32;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-03-27;Única;160;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-03-28;Única;91;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-03-29;Única;98;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-03-30;Única;103;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-03-31;Única;131;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-04-01;Única;21;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-04-03;Única;199;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-04-04;Única;126;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-04-05;Única;103;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-04-06;Única;123;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-04-07;Única;1;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-04-10;Única;110;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-04-11;Única;72;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-04-12;Única;87;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-04-13;Única;67;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-04-14;Única;85;Enfermos cronicos de 11 a 64 años de edad;Occidente
Talagante;2023-04-15;Única;13;Enfermos cronicos de 11 a 64 años de edad;Occidente
Tiltil;2023-03-15;Única;34;Enfermos cronicos de 11 a 64 años de edad;Norte
Tiltil;2023-03-16;Única;51;Enfermos cronicos de 11 a 64 años de edad;Norte
Tiltil;2023-03-17;Única;72;Enfermos cronicos de 11 a 64 años de edad;Norte
Tiltil;2023-03-20;Única;40;Enfermos cronicos de 11 a 64 años de edad;Norte
Tiltil;2023-03-21;Única;25;Enfermos cronicos de 11 a 64 años de edad;Norte
Tiltil;2023-03-22;Única;30;Enfermos cronicos de 11 a 64 años de edad;Norte
Tiltil;2023-03-23;Única;40;Enfermos cronicos de 11 a 64 años de edad;Norte
Tiltil;2023-03-24;Única;75;Enfermos cronicos de 11 a 64 años de edad;Norte
Tiltil;2023-03-27;Única;39;Enfermos cronicos de 11 a 64 años de edad;Norte
Tiltil;2023-03-28;Única;55;Enfermos cronicos de 11 a 64 años de edad;Norte
Tiltil;2023-03-29;Única;20;Enfermos cronicos de 11 a 64 años de edad;Norte
Tiltil;2023-03-30;Única;35;Enfermos cronicos de 11 a 64 años de edad;Norte
Tiltil;2023-03-31;Única;41;Enfermos cronicos de 11 a 64 años de edad;Norte
Tiltil;2023-04-03;Única;71;Enfermos cronicos de 11 a 64 años de edad;Norte
Tiltil;2023-04-04;Única;22;Enfermos cronicos de 11 a 64 años de edad;Norte
Tiltil;2023-04-05;Única;19;Enfermos cronicos de 11 a 64 años de edad;Norte
Tiltil;2023-04-06;Única;109;Enfermos cronicos de 11 a 64 años de edad;Norte
Tiltil;2023-04-10;Única;17;Enfermos cronicos de 11 a 64 años de edad;Norte
Tiltil;2023-04-11;Única;17;Enfermos cronicos de 11 a 64 años de edad;Norte
Tiltil;2023-04-12;Única;24;Enfermos cronicos de 11 a 64 años de edad;Norte
Tiltil;2023-04-13;Única;18;Enfermos cronicos de 11 a 64 años de edad;Norte
Tiltil;2023-04-14;Única;38;Enfermos cronicos de 11 a 64 años de edad;Norte
Vitacura;2023-03-15;Única;20;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-03-16;Única;34;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-03-17;Única;39;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-03-18;Única;15;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-03-20;Única;43;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-03-21;Única;46;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-03-22;Única;38;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-03-23;Única;50;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-03-24;Única;46;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-03-25;Única;23;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-03-27;Única;45;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-03-28;Única;31;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-03-29;Única;47;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-03-30;Única;44;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-03-31;Única;45;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-04-01;Única;20;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-04-03;Única;45;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-04-04;Única;53;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-04-05;Única;49;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-04-06;Única;50;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-04-10;Única;40;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-04-11;Única;37;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-04-12;Única;51;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-04-13;Única;44;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-04-14;Única;52;Enfermos cronicos de 11 a 64 años de edad;Oriente
Vitacura;2023-04-15;Única;13;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-03-15;Única;92;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-03-16;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-03-16;Única;122;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-03-17;Única;165;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-03-18;Única;9;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-03-20;Única;159;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-03-21;Única;178;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-03-22;Única;218;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-03-23;Única;181;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-03-24;Única;190;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-03-25;Única;8;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-03-27;Única;153;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-03-28;Única;248;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-03-29;Única;182;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-03-30;Única;211;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-03-31;Única;200;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-04-01;Única;20;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-04-03;Única;216;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-04-04;Única;202;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-04-05;Única;205;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-04-06;Única;234;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-04-10;Única;214;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-04-11;Única;190;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-04-12;Única;233;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-04-13;Única;223;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-04-14;Única;215;Enfermos cronicos de 11 a 64 años de edad;Oriente
Ñuñoa;2023-04-15;Única;33;Enfermos cronicos de 11 a 64 años de edad;Oriente
Alhué;2023-03-15;Única;2;Escolares de 1° a 5° año básico;Occidente
Alhué;2023-03-16;Única;2;Escolares de 1° a 5° año básico;Occidente
Alhué;2023-03-17;Única;3;Escolares de 1° a 5° año básico;Occidente
Alhué;2023-03-20;Única;2;Escolares de 1° a 5° año básico;Occidente
Alhué;2023-03-21;Única;2;Escolares de 1° a 5° año básico;Occidente
Alhué;2023-03-22;Única;1;Escolares de 1° a 5° año básico;Occidente
Alhué;2023-03-23;Única;1;Escolares de 1° a 5° año básico;Occidente
Alhué;2023-03-25;Única;4;Escolares de 1° a 5° año básico;Occidente
Alhué;2023-03-27;Única;3;Escolares de 1° a 5° año básico;Occidente
Alhué;2023-03-28;Única;2;Escolares de 1° a 5° año básico;Occidente
Alhué;2023-03-29;Única;4;Escolares de 1° a 5° año básico;Occidente
Alhué;2023-03-30;Única;2;Escolares de 1° a 5° año básico;Occidente
Alhué;2023-03-31;Única;6;Escolares de 1° a 5° año básico;Occidente
Alhué;2023-04-03;Única;1;Escolares de 1° a 5° año básico;Occidente
Alhué;2023-04-04;Única;3;Escolares de 1° a 5° año básico;Occidente
Alhué;2023-04-05;Única;4;Escolares de 1° a 5° año básico;Occidente
Alhué;2023-04-06;Única;11;Escolares de 1° a 5° año básico;Occidente
Alhué;2023-04-10;Única;1;Escolares de 1° a 5° año básico;Occidente
Alhué;2023-04-11;Única;2;Escolares de 1° a 5° año básico;Occidente
Alhué;2023-04-12;Única;6;Escolares de 1° a 5° año básico;Occidente
Alhué;2023-04-13;Única;1;Escolares de 1° a 5° año básico;Occidente
Alhué;2023-04-14;Única;3;Escolares de 1° a 5° año básico;Occidente
Alhué;2023-04-15;Única;2;Escolares de 1° a 5° año básico;Occidente
Buin;2023-03-15;Única;12;Escolares de 1° a 5° año básico;Sur
Buin;2023-03-16;Única;18;Escolares de 1° a 5° año básico;Sur
Buin;2023-03-17;Única;34;Escolares de 1° a 5° año básico;Sur
Buin;2023-03-20;1° dosis;2;Escolares de 1° a 5° año básico;Sur
Buin;2023-03-20;Única;23;Escolares de 1° a 5° año básico;Sur
Buin;2023-03-21;Única;35;Escolares de 1° a 5° año básico;Sur
Buin;2023-03-22;1° dosis;5;Escolares de 1° a 5° año básico;Sur
Buin;2023-03-22;Única;30;Escolares de 1° a 5° año básico;Sur
Buin;2023-03-23;Única;26;Escolares de 1° a 5° año básico;Sur
Buin;2023-03-24;Única;53;Escolares de 1° a 5° año básico;Sur
Buin;2023-03-25;1° dosis;2;Escolares de 1° a 5° año básico;Sur
Buin;2023-03-25;Única;18;Escolares de 1° a 5° año básico;Sur
Buin;2023-03-27;Única;25;Escolares de 1° a 5° año básico;Sur
Buin;2023-03-28;1° dosis;1;Escolares de 1° a 5° año básico;Sur
Buin;2023-03-28;Única;38;Escolares de 1° a 5° año básico;Sur
Buin;2023-03-29;Única;20;Escolares de 1° a 5° año básico;Sur
Buin;2023-03-30;Única;32;Escolares de 1° a 5° año básico;Sur
Buin;2023-03-31;1° dosis;1;Escolares de 1° a 5° año básico;Sur
Buin;2023-03-31;Única;39;Escolares de 1° a 5° año básico;Sur
Buin;2023-04-01;Única;27;Escolares de 1° a 5° año básico;Sur
Buin;2023-04-03;Única;26;Escolares de 1° a 5° año básico;Sur
Buin;2023-04-04;Única;24;Escolares de 1° a 5° año básico;Sur
Buin;2023-04-05;Única;26;Escolares de 1° a 5° año básico;Sur
Buin;2023-04-06;1° dosis;3;Escolares de 1° a 5° año básico;Sur
Buin;2023-04-06;Única;78;Escolares de 1° a 5° año básico;Sur
Buin;2023-04-10;1° dosis;1;Escolares de 1° a 5° año básico;Sur
Buin;2023-04-10;Única;162;Escolares de 1° a 5° año básico;Sur
Buin;2023-04-11;Única;316;Escolares de 1° a 5° año básico;Sur
Buin;2023-04-12;1° dosis;24;Escolares de 1° a 5° año básico;Sur
Buin;2023-04-12;2° dosis;1;Escolares de 1° a 5° año básico;Sur
Buin;2023-04-12;Única;372;Escolares de 1° a 5° año básico;Sur
Buin;2023-04-13;Única;156;Escolares de 1° a 5° año básico;Sur
Buin;2023-04-14;1° dosis;8;Escolares de 1° a 5° año básico;Sur
Buin;2023-04-14;Única;301;Escolares de 1° a 5° año básico;Sur
Buin;2023-04-15;Única;1;Escolares de 1° a 5° año básico;Sur
Calera de Tango;2023-03-17;Única;1;Escolares de 1° a 5° año básico;Sur
Calera de Tango;2023-03-20;Única;3;Escolares de 1° a 5° año básico;Sur
Calera de Tango;2023-03-21;Única;3;Escolares de 1° a 5° año básico;Sur
Calera de Tango;2023-03-22;Única;10;Escolares de 1° a 5° año básico;Sur
Calera de Tango;2023-03-23;Única;2;Escolares de 1° a 5° año básico;Sur
Calera de Tango;2023-03-24;Única;8;Escolares de 1° a 5° año básico;Sur
Calera de Tango;2023-03-27;Única;2;Escolares de 1° a 5° año básico;Sur
Calera de Tango;2023-03-28;Única;8;Escolares de 1° a 5° año básico;Sur
Calera de Tango;2023-03-29;Única;180;Escolares de 1° a 5° año básico;Sur
Calera de Tango;2023-03-30;Única;221;Escolares de 1° a 5° año básico;Sur
Calera de Tango;2023-03-31;1° dosis;1;Escolares de 1° a 5° año básico;Sur
Calera de Tango;2023-03-31;Única;5;Escolares de 1° a 5° año básico;Sur
Calera de Tango;2023-04-03;Única;3;Escolares de 1° a 5° año básico;Sur
Calera de Tango;2023-04-04;Única;5;Escolares de 1° a 5° año básico;Sur
Calera de Tango;2023-04-05;Única;2;Escolares de 1° a 5° año básico;Sur
Calera de Tango;2023-04-06;Única;248;Escolares de 1° a 5° año básico;Sur
Calera de Tango;2023-04-10;Única;4;Escolares de 1° a 5° año básico;Sur
