Servicio;Comuna;CODIGO_DEIS;Establecimiento;Criterio_elegibilidad;N° de vacunados;Código Antiguo ;latitud;longitud
SEREMI Metropolitana de Santiago;Estación Central;11-230;Clínica Hospital del Profesor;Embarazadas;26;11-230;-33.457755;-70.702639
SEREMI Metropolitana de Santiago;Estación Central;11-230;Clínica Hospital del Profesor;Enfermos cronicos de 11 a 64 años de edad;121;11-230;-33.457755;-70.702639
SEREMI Metropolitana de Santiago;Estación Central;11-230;Clínica Hospital del Profesor;Escolares de 1° a 5° año básico;16;11-230;-33.457755;-70.702639
SEREMI Metropolitana de Santiago;Estación Central;11-230;Clínica Hospital del Profesor;Estrategia Capullo;1;11-230;-33.457755;-70.702639
SEREMI Metropolitana de Santiago;Estación Central;11-230;Clínica Hospital del Profesor;Niños y niñas de 6 meses a 5 años de edad;135;11-230;-33.457755;-70.702639
SEREMI Metropolitana de Santiago;Estación Central;11-230;Clínica Hospital del Profesor;Otras prioridades;1;11-230;-33.457755;-70.702639
SEREMI Metropolitana de Santiago;Estación Central;11-230;Clínica Hospital del Profesor;P. de salud: Privado;242;11-230;-33.457755;-70.702639
SEREMI Metropolitana de Santiago;Estación Central;11-230;Clínica Hospital del Profesor;P. de salud: Público;1;11-230;-33.457755;-70.702639
SEREMI Metropolitana de Santiago;Estación Central;11-230;Clínica Hospital del Profesor;Personas mayores de 65 años y más;184;11-230;-33.457755;-70.702639
SEREMI Metropolitana de Santiago;Estación Central;11-230;Clínica Hospital del Profesor;Población General;732;11-230;-33.457755;-70.702639
SEREMI Metropolitana de Santiago;Estación Central;11-230;Clínica Hospital del Profesor;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;7;11-230;-33.457755;-70.702639
SEREMI Metropolitana de Santiago;Estación Central;11-295;Red Salud Santiago ex Clínica Bicentenario;Embarazadas;47;11-295;-33.457336;-70.701792
SEREMI Metropolitana de Santiago;Estación Central;11-295;Red Salud Santiago ex Clínica Bicentenario;Enfermos cronicos de 11 a 64 años de edad;43;11-295;-33.457336;-70.701792
SEREMI Metropolitana de Santiago;Estación Central;11-295;Red Salud Santiago ex Clínica Bicentenario;Escolares de 1° a 5° año básico;19;11-295;-33.457336;-70.701792
SEREMI Metropolitana de Santiago;Estación Central;11-295;Red Salud Santiago ex Clínica Bicentenario;Niños y niñas de 6 meses a 5 años de edad;197;11-295;-33.457336;-70.701792
SEREMI Metropolitana de Santiago;Estación Central;11-295;Red Salud Santiago ex Clínica Bicentenario;Otras prioridades;3;11-295;-33.457336;-70.701792
SEREMI Metropolitana de Santiago;Estación Central;11-295;Red Salud Santiago ex Clínica Bicentenario;P. de salud: Privado;1304;11-295;-33.457336;-70.701792
SEREMI Metropolitana de Santiago;Estación Central;11-295;Red Salud Santiago ex Clínica Bicentenario;P. de salud: Público;1;11-295;-33.457336;-70.701792
SEREMI Metropolitana de Santiago;Estación Central;11-295;Red Salud Santiago ex Clínica Bicentenario;Personas mayores de 65 años y más;208;11-295;-33.457336;-70.701792
SEREMI Metropolitana de Santiago;Estación Central;11-295;Red Salud Santiago ex Clínica Bicentenario;Población General;1815;11-295;-33.457336;-70.701792
SEREMI Metropolitana de Santiago;Estación Central;11-295;Red Salud Santiago ex Clínica Bicentenario;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;1;11-295;-33.457336;-70.701792
SEREMI Metropolitana de Santiago;Independencia;09-200;Hospital Clínico Universidad de Chile;Embarazadas;19;09-200;-33.420057;-70.653116
SEREMI Metropolitana de Santiago;Independencia;09-200;Hospital Clínico Universidad de Chile;Enfermos cronicos de 11 a 64 años de edad;120;09-200;-33.420057;-70.653116
SEREMI Metropolitana de Santiago;Independencia;09-200;Hospital Clínico Universidad de Chile;Escolares de 1° a 5° año básico;3;09-200;-33.420057;-70.653116
SEREMI Metropolitana de Santiago;Independencia;09-200;Hospital Clínico Universidad de Chile;Niños y niñas de 6 meses a 5 años de edad;37;09-200;-33.420057;-70.653116
SEREMI Metropolitana de Santiago;Independencia;09-200;Hospital Clínico Universidad de Chile;P. de salud: Privado;2961;09-200;-33.420057;-70.653116
SEREMI Metropolitana de Santiago;Independencia;09-200;Hospital Clínico Universidad de Chile;P. de salud: Público;5;09-200;-33.420057;-70.653116
SEREMI Metropolitana de Santiago;Independencia;09-200;Hospital Clínico Universidad de Chile;Personas mayores de 65 años y más;305;09-200;-33.420057;-70.653116
SEREMI Metropolitana de Santiago;Independencia;09-200;Hospital Clínico Universidad de Chile;Población General;3422;09-200;-33.420057;-70.653116
SEREMI Metropolitana de Santiago;La Florida;14-223;Clínica Vespucio;Embarazadas;52;14-223;-33.519116;-70.596867
SEREMI Metropolitana de Santiago;La Florida;14-223;Clínica Vespucio;Enfermos cronicos de 11 a 64 años de edad;89;14-223;-33.519116;-70.596867
SEREMI Metropolitana de Santiago;La Florida;14-223;Clínica Vespucio;Escolares de 1° a 5° año básico;31;14-223;-33.519116;-70.596867
SEREMI Metropolitana de Santiago;La Florida;14-223;Clínica Vespucio;Estrategia Capullo;5;14-223;-33.519116;-70.596867
SEREMI Metropolitana de Santiago;La Florida;14-223;Clínica Vespucio;Niños y niñas de 6 meses a 5 años de edad;206;14-223;-33.519116;-70.596867
SEREMI Metropolitana de Santiago;La Florida;14-223;Clínica Vespucio;Otras prioridades;38;14-223;-33.519116;-70.596867
SEREMI Metropolitana de Santiago;La Florida;14-223;Clínica Vespucio;P. de salud: Privado;1084;14-223;-33.519116;-70.596867
SEREMI Metropolitana de Santiago;La Florida;14-223;Clínica Vespucio;P. de salud: Público;21;14-223;-33.519116;-70.596867
SEREMI Metropolitana de Santiago;La Florida;14-223;Clínica Vespucio;Personas mayores de 65 años y más;125;14-223;-33.519116;-70.596867
SEREMI Metropolitana de Santiago;La Florida;14-223;Clínica Vespucio;Población General;1662;14-223;-33.519116;-70.596867
SEREMI Metropolitana de Santiago;La Florida;14-223;Clínica Vespucio;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;10;14-223;-33.519116;-70.596867
SEREMI Metropolitana de Santiago;La Florida;14-908;Clínica Bupa Santiago;Embarazadas;19;14-908;-33.509903;-70.598229
SEREMI Metropolitana de Santiago;La Florida;14-908;Clínica Bupa Santiago;Enfermos cronicos de 11 a 64 años de edad;31;14-908;-33.509903;-70.598229
SEREMI Metropolitana de Santiago;La Florida;14-908;Clínica Bupa Santiago;Escolares de 1° a 5° año básico;5;14-908;-33.509903;-70.598229
SEREMI Metropolitana de Santiago;La Florida;14-908;Clínica Bupa Santiago;Niños y niñas de 6 meses a 5 años de edad;144;14-908;-33.509903;-70.598229
SEREMI Metropolitana de Santiago;La Florida;14-908;Clínica Bupa Santiago;Otras prioridades;2;14-908;-33.509903;-70.598229
SEREMI Metropolitana de Santiago;La Florida;14-908;Clínica Bupa Santiago;P. de salud: Privado;927;14-908;-33.509903;-70.598229
SEREMI Metropolitana de Santiago;La Florida;14-908;Clínica Bupa Santiago;P. de salud: Público;2;14-908;-33.509903;-70.598229
SEREMI Metropolitana de Santiago;La Florida;14-908;Clínica Bupa Santiago;Personas mayores de 65 años y más;44;14-908;-33.509903;-70.598229
SEREMI Metropolitana de Santiago;La Florida;14-908;Clínica Bupa Santiago;Población General;1172;14-908;-33.509903;-70.598229
SEREMI Metropolitana de Santiago;La Florida;14-908;Clínica Bupa Santiago;Trabajadores de avícolas y de criaderos de cerdo;1;14-908;-33.509903;-70.598229
SEREMI Metropolitana de Santiago;La Reina;12-530;Hospital Militar de Santiago;Embarazadas;13;12-530;-33.45281;-70.56351
SEREMI Metropolitana de Santiago;La Reina;12-530;Hospital Militar de Santiago;Enfermos cronicos de 11 a 64 años de edad;431;12-530;-33.45281;-70.56351
SEREMI Metropolitana de Santiago;La Reina;12-530;Hospital Militar de Santiago;Escolares de 1° a 5° año básico;67;12-530;-33.45281;-70.56351
SEREMI Metropolitana de Santiago;La Reina;12-530;Hospital Militar de Santiago;Estrategia Capullo;2;12-530;-33.45281;-70.56351
SEREMI Metropolitana de Santiago;La Reina;12-530;Hospital Militar de Santiago;Niños y niñas de 6 meses a 5 años de edad;101;12-530;-33.45281;-70.56351
SEREMI Metropolitana de Santiago;La Reina;12-530;Hospital Militar de Santiago;Otras prioridades;73;12-530;-33.45281;-70.56351
SEREMI Metropolitana de Santiago;La Reina;12-530;Hospital Militar de Santiago;P. de salud: Privado;4;12-530;-33.45281;-70.56351
SEREMI Metropolitana de Santiago;La Reina;12-530;Hospital Militar de Santiago;P. de salud: Público;1617;12-530;-33.45281;-70.56351
SEREMI Metropolitana de Santiago;La Reina;12-530;Hospital Militar de Santiago;Personas mayores de 65 años y más;1553;12-530;-33.45281;-70.56351
SEREMI Metropolitana de Santiago;La Reina;12-530;Hospital Militar de Santiago;Población General;3859;12-530;-33.45281;-70.56351
SEREMI Metropolitana de Santiago;La Reina;12-530;Hospital Militar de Santiago;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;6;12-530;-33.45281;-70.56351
SEREMI Metropolitana de Santiago;Las Condes;12-204;Nueva Clínica Cordillera;Enfermos cronicos de 11 a 64 años de edad;11;12-204;-33.42206;-70.52727
SEREMI Metropolitana de Santiago;Las Condes;12-204;Nueva Clínica Cordillera;Escolares de 1° a 5° año básico;1;12-204;-33.42206;-70.52727
SEREMI Metropolitana de Santiago;Las Condes;12-204;Nueva Clínica Cordillera;Niños y niñas de 6 meses a 5 años de edad;30;12-204;-33.42206;-70.52727
SEREMI Metropolitana de Santiago;Las Condes;12-204;Nueva Clínica Cordillera;P. de salud: Privado;362;12-204;-33.42206;-70.52727
SEREMI Metropolitana de Santiago;Las Condes;12-204;Nueva Clínica Cordillera;P. de salud: Público;2;12-204;-33.42206;-70.52727
SEREMI Metropolitana de Santiago;Las Condes;12-204;Nueva Clínica Cordillera;Personas mayores de 65 años y más;53;12-204;-33.42206;-70.52727
SEREMI Metropolitana de Santiago;Las Condes;12-204;Nueva Clínica Cordillera;Población General;458;12-204;-33.42206;-70.52727
SEREMI Metropolitana de Santiago;Las Condes;12-204;Nueva Clínica Cordillera;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;2;12-204;-33.42206;-70.52727
SEREMI Metropolitana de Santiago;Las Condes;12-212;Clínica Las Condes;Embarazadas;69;12-212;-33.384094;-70.530151
SEREMI Metropolitana de Santiago;Las Condes;12-212;Clínica Las Condes;Enfermos cronicos de 11 a 64 años de edad;130;12-212;-33.384094;-70.530151
SEREMI Metropolitana de Santiago;Las Condes;12-212;Clínica Las Condes;Escolares de 1° a 5° año básico;74;12-212;-33.384094;-70.530151
SEREMI Metropolitana de Santiago;Las Condes;12-212;Clínica Las Condes;Estrategia Capullo;4;12-212;-33.384094;-70.530151
SEREMI Metropolitana de Santiago;Las Condes;12-212;Clínica Las Condes;Niños y niñas de 6 meses a 5 años de edad;493;12-212;-33.384094;-70.530151
SEREMI Metropolitana de Santiago;Las Condes;12-212;Clínica Las Condes;Otras prioridades;10;12-212;-33.384094;-70.530151
SEREMI Metropolitana de Santiago;Las Condes;12-212;Clínica Las Condes;P. de salud: Privado;1906;12-212;-33.384094;-70.530151
SEREMI Metropolitana de Santiago;Las Condes;12-212;Clínica Las Condes;P. de salud: Público;19;12-212;-33.384094;-70.530151
SEREMI Metropolitana de Santiago;Las Condes;12-212;Clínica Las Condes;Personas mayores de 65 años y más;383;12-212;-33.384094;-70.530151
SEREMI Metropolitana de Santiago;Las Condes;12-212;Clínica Las Condes;Población General;3335;12-212;-33.384094;-70.530151
SEREMI Metropolitana de Santiago;Las Condes;12-212;Clínica Las Condes;Trabajadores de avícolas y de criaderos de cerdo;1;12-212;-33.384094;-70.530151
SEREMI Metropolitana de Santiago;Las Condes;12-212;Clínica Las Condes;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;1;12-212;-33.384094;-70.530151
SEREMI Metropolitana de Santiago;Las Condes;12-238;Hospital FACH;Embarazadas;15;12-238;-33.395327;-70.548074
SEREMI Metropolitana de Santiago;Las Condes;12-238;Hospital FACH;Enfermos cronicos de 11 a 64 años de edad;359;12-238;-33.395327;-70.548074
SEREMI Metropolitana de Santiago;Las Condes;12-238;Hospital FACH;Escolares de 1° a 5° año básico;65;12-238;-33.395327;-70.548074
SEREMI Metropolitana de Santiago;Las Condes;12-238;Hospital FACH;Estrategia Capullo;5;12-238;-33.395327;-70.548074
SEREMI Metropolitana de Santiago;Las Condes;12-238;Hospital FACH;Niños y niñas de 6 meses a 5 años de edad;96;12-238;-33.395327;-70.548074
SEREMI Metropolitana de Santiago;Las Condes;12-238;Hospital FACH;Otras prioridades;257;12-238;-33.395327;-70.548074
SEREMI Metropolitana de Santiago;Las Condes;12-238;Hospital FACH;P. de salud: Privado;1037;12-238;-33.395327;-70.548074
SEREMI Metropolitana de Santiago;Las Condes;12-238;Hospital FACH;P. de salud: Público;69;12-238;-33.395327;-70.548074
SEREMI Metropolitana de Santiago;Las Condes;12-238;Hospital FACH;Personas mayores de 65 años y más;1591;12-238;-33.395327;-70.548074
SEREMI Metropolitana de Santiago;Las Condes;12-238;Hospital FACH;Población General;3489;12-238;-33.395327;-70.548074
SEREMI Metropolitana de Santiago;Las Condes;12-238;Hospital FACH;Trabajadores de avícolas y de criaderos de cerdo;1;12-238;-33.395327;-70.548074
SEREMI Metropolitana de Santiago;Las Condes;12-238;Hospital FACH;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;28;12-238;-33.395327;-70.548074
SEREMI Metropolitana de Santiago;Las Condes;12-248;Hospital Dipreca Teniente Hernán Merino;Embarazadas;3;12-248;-33.418694;-70.529475
SEREMI Metropolitana de Santiago;Las Condes;12-248;Hospital Dipreca Teniente Hernán Merino;P. de salud: Público;821;12-248;-33.418694;-70.529475
SEREMI Metropolitana de Santiago;Las Condes;12-248;Hospital Dipreca Teniente Hernán Merino;Personas mayores de 65 años y más;39;12-248;-33.418694;-70.529475
SEREMI Metropolitana de Santiago;Las Condes;12-248;Hospital Dipreca Teniente Hernán Merino;Población General;856;12-248;-33.418694;-70.529475
SEREMI Metropolitana de Santiago;Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;Embarazadas;25;12-261;-33.40132;-70.51837
SEREMI Metropolitana de Santiago;Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;Enfermos cronicos de 11 a 64 años de edad;29;12-261;-33.40132;-70.51837
SEREMI Metropolitana de Santiago;Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;Escolares de 1° a 5° año básico;19;12-261;-33.40132;-70.51837
SEREMI Metropolitana de Santiago;Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;Niños y niñas de 6 meses a 5 años de edad;78;12-261;-33.40132;-70.51837
SEREMI Metropolitana de Santiago;Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;P. de salud: Privado;826;12-261;-33.40132;-70.51837
SEREMI Metropolitana de Santiago;Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;P. de salud: Público;10;12-261;-33.40132;-70.51837
SEREMI Metropolitana de Santiago;Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;Personas mayores de 65 años y más;201;12-261;-33.40132;-70.51837
SEREMI Metropolitana de Santiago;Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;Población General;1199;12-261;-33.40132;-70.51837
SEREMI Metropolitana de Santiago;Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;Trabajadores de avícolas y de criaderos de cerdo;1;12-261;-33.40132;-70.51837
SEREMI Metropolitana de Santiago;Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;6;12-261;-33.40132;-70.51837
SEREMI Metropolitana de Santiago;Las Condes;12-272;Centro Médico Militar Rosa O'Higgins;Embarazadas;1;12-272;-33.405309;-70.585445
SEREMI Metropolitana de Santiago;Las Condes;12-272;Centro Médico Militar Rosa O'Higgins;Enfermos cronicos de 11 a 64 años de edad;48;12-272;-33.405309;-70.585445
SEREMI Metropolitana de Santiago;Las Condes;12-272;Centro Médico Militar Rosa O'Higgins;Escolares de 1° a 5° año básico;16;12-272;-33.405309;-70.585445
SEREMI Metropolitana de Santiago;Las Condes;12-272;Centro Médico Militar Rosa O'Higgins;Niños y niñas de 6 meses a 5 años de edad;36;12-272;-33.405309;-70.585445
SEREMI Metropolitana de Santiago;Las Condes;12-272;Centro Médico Militar Rosa O'Higgins;Otras prioridades;77;12-272;-33.405309;-70.585445
SEREMI Metropolitana de Santiago;Las Condes;12-272;Centro Médico Militar Rosa O'Higgins;P. de salud: Privado;355;12-272;-33.405309;-70.585445
SEREMI Metropolitana de Santiago;Las Condes;12-272;Centro Médico Militar Rosa O'Higgins;Personas mayores de 65 años y más;210;12-272;-33.405309;-70.585445
SEREMI Metropolitana de Santiago;Las Condes;12-272;Centro Médico Militar Rosa O'Higgins;Población General;738;12-272;-33.405309;-70.585445
SEREMI Metropolitana de Santiago;Las Condes;12-950;Hospital Clínico Universidad de Los Andes;Embarazadas;81;12-950;-33.40656;-70.50017
SEREMI Metropolitana de Santiago;Las Condes;12-950;Hospital Clínico Universidad de Los Andes;Enfermos cronicos de 11 a 64 años de edad;166;12-950;-33.40656;-70.50017
SEREMI Metropolitana de Santiago;Las Condes;12-950;Hospital Clínico Universidad de Los Andes;Escolares de 1° a 5° año básico;294;12-950;-33.40656;-70.50017
SEREMI Metropolitana de Santiago;Las Condes;12-950;Hospital Clínico Universidad de Los Andes;Estrategia Capullo;2;12-950;-33.40656;-70.50017
SEREMI Metropolitana de Santiago;Las Condes;12-950;Hospital Clínico Universidad de Los Andes;Niños y niñas de 6 meses a 5 años de edad;504;12-950;-33.40656;-70.50017
SEREMI Metropolitana de Santiago;Las Condes;12-950;Hospital Clínico Universidad de Los Andes;Otras prioridades;6;12-950;-33.40656;-70.50017
SEREMI Metropolitana de Santiago;Las Condes;12-950;Hospital Clínico Universidad de Los Andes;P. de salud: Privado;1391;12-950;-33.40656;-70.50017
SEREMI Metropolitana de Santiago;Las Condes;12-950;Hospital Clínico Universidad de Los Andes;P. de salud: Público;4;12-950;-33.40656;-70.50017
SEREMI Metropolitana de Santiago;Las Condes;12-950;Hospital Clínico Universidad de Los Andes;Personas mayores de 65 años y más;530;12-950;-33.40656;-70.50017
SEREMI Metropolitana de Santiago;Las Condes;12-950;Hospital Clínico Universidad de Los Andes;Población General;3000;12-950;-33.40656;-70.50017
SEREMI Metropolitana de Santiago;Las Condes;12-950;Hospital Clínico Universidad de Los Andes;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;32;12-950;-33.40656;-70.50017
SEREMI Metropolitana de Santiago;Las Condes;201094;Vacunatorio Medicien Alto El Plomo;Embarazadas;3;201094;-33.404764;-70.570812
SEREMI Metropolitana de Santiago;Las Condes;201094;Vacunatorio Medicien Alto El Plomo;Enfermos cronicos de 11 a 64 años de edad;9;201094;-33.404764;-70.570812
SEREMI Metropolitana de Santiago;Las Condes;201094;Vacunatorio Medicien Alto El Plomo;Escolares de 1° a 5° año básico;11;201094;-33.404764;-70.570812
SEREMI Metropolitana de Santiago;Las Condes;201094;Vacunatorio Medicien Alto El Plomo;Niños y niñas de 6 meses a 5 años de edad;27;201094;-33.404764;-70.570812
SEREMI Metropolitana de Santiago;Las Condes;201094;Vacunatorio Medicien Alto El Plomo;P. de salud: Privado;53;201094;-33.404764;-70.570812
SEREMI Metropolitana de Santiago;Las Condes;201094;Vacunatorio Medicien Alto El Plomo;P. de salud: Público;2;201094;-33.404764;-70.570812
SEREMI Metropolitana de Santiago;Las Condes;201094;Vacunatorio Medicien Alto El Plomo;Personas mayores de 65 años y más;15;201094;-33.404764;-70.570812
SEREMI Metropolitana de Santiago;Las Condes;201094;Vacunatorio Medicien Alto El Plomo;Población General;135;201094;-33.404764;-70.570812
SEREMI Metropolitana de Santiago;Las Condes;201094;Vacunatorio Medicien Alto El Plomo;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;1;201094;-33.404764;-70.570812
SEREMI Metropolitana de Santiago;Las Condes;201157;Centro Médico y Dental Arauco Salud;Embarazadas;7;201157;-33.402191;-70.578247
SEREMI Metropolitana de Santiago;Las Condes;201157;Centro Médico y Dental Arauco Salud;Enfermos cronicos de 11 a 64 años de edad;25;201157;-33.402191;-70.578247
SEREMI Metropolitana de Santiago;Las Condes;201157;Centro Médico y Dental Arauco Salud;Escolares de 1° a 5° año básico;1;201157;-33.402191;-70.578247
SEREMI Metropolitana de Santiago;Las Condes;201157;Centro Médico y Dental Arauco Salud;Estrategia Capullo;2;201157;-33.402191;-70.578247
SEREMI Metropolitana de Santiago;Las Condes;201157;Centro Médico y Dental Arauco Salud;Niños y niñas de 6 meses a 5 años de edad;28;201157;-33.402191;-70.578247
SEREMI Metropolitana de Santiago;Las Condes;201157;Centro Médico y Dental Arauco Salud;Otras prioridades;8;201157;-33.402191;-70.578247
SEREMI Metropolitana de Santiago;Las Condes;201157;Centro Médico y Dental Arauco Salud;P. de salud: Privado;177;201157;-33.402191;-70.578247
SEREMI Metropolitana de Santiago;Las Condes;201157;Centro Médico y Dental Arauco Salud;P. de salud: Público;4;201157;-33.402191;-70.578247
SEREMI Metropolitana de Santiago;Las Condes;201157;Centro Médico y Dental Arauco Salud;Personas mayores de 65 años y más;32;201157;-33.402191;-70.578247
SEREMI Metropolitana de Santiago;Las Condes;201157;Centro Médico y Dental Arauco Salud;Población General;284;201157;-33.402191;-70.578247
SEREMI Metropolitana de Santiago;Las Condes;201157;Centro Médico y Dental Arauco Salud;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;4;201157;-33.402191;-70.578247
SEREMI Metropolitana de Santiago;Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;Embarazadas;18;12-522;-33.357673;-70.51444
SEREMI Metropolitana de Santiago;Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;Enfermos cronicos de 11 a 64 años de edad;71;12-522;-33.357673;-70.51444
SEREMI Metropolitana de Santiago;Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;Escolares de 1° a 5° año básico;18;12-522;-33.357673;-70.51444
SEREMI Metropolitana de Santiago;Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;Estrategia Capullo;2;12-522;-33.357673;-70.51444
SEREMI Metropolitana de Santiago;Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;Niños y niñas de 6 meses a 5 años de edad;101;12-522;-33.357673;-70.51444
SEREMI Metropolitana de Santiago;Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;P. de salud: Privado;129;12-522;-33.357673;-70.51444
SEREMI Metropolitana de Santiago;Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;P. de salud: Público;3;12-522;-33.357673;-70.51444
SEREMI Metropolitana de Santiago;Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;Personas mayores de 65 años y más;160;12-522;-33.357673;-70.51444
SEREMI Metropolitana de Santiago;Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;Población General;504;12-522;-33.357673;-70.51444
SEREMI Metropolitana de Santiago;Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;Trabajadores de avícolas y de criaderos de cerdo;1;12-522;-33.357673;-70.51444
SEREMI Metropolitana de Santiago;Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;3;12-522;-33.357673;-70.51444
SEREMI Metropolitana de Santiago;Lo Barnechea;12-527;Centro Médico Clínica Alemana (La Dehesa);Embarazadas;40;12-527;-33.355705;-70.526293
SEREMI Metropolitana de Santiago;Lo Barnechea;12-527;Centro Médico Clínica Alemana (La Dehesa);Enfermos cronicos de 11 a 64 años de edad;102;12-527;-33.355705;-70.526293
SEREMI Metropolitana de Santiago;Lo Barnechea;12-527;Centro Médico Clínica Alemana (La Dehesa);Escolares de 1° a 5° año básico;88;12-527;-33.355705;-70.526293
SEREMI Metropolitana de Santiago;Lo Barnechea;12-527;Centro Médico Clínica Alemana (La Dehesa);Estrategia Capullo;11;12-527;-33.355705;-70.526293
SEREMI Metropolitana de Santiago;Lo Barnechea;12-527;Centro Médico Clínica Alemana (La Dehesa);Niños y niñas de 6 meses a 5 años de edad;390;12-527;-33.355705;-70.526293
SEREMI Metropolitana de Santiago;Lo Barnechea;12-527;Centro Médico Clínica Alemana (La Dehesa);P. de salud: Privado;231;12-527;-33.355705;-70.526293
SEREMI Metropolitana de Santiago;Lo Barnechea;12-527;Centro Médico Clínica Alemana (La Dehesa);P. de salud: Público;18;12-527;-33.355705;-70.526293
SEREMI Metropolitana de Santiago;Lo Barnechea;12-527;Centro Médico Clínica Alemana (La Dehesa);Personas mayores de 65 años y más;218;12-527;-33.355705;-70.526293
SEREMI Metropolitana de Santiago;Lo Barnechea;12-527;Centro Médico Clínica Alemana (La Dehesa);Población General;1265;12-527;-33.355705;-70.526293
SEREMI Metropolitana de Santiago;Lo Barnechea;12-527;Centro Médico Clínica Alemana (La Dehesa);Trabajadores de la educación  preescolar y escolar hasta 5° año básico;12;12-527;-33.355705;-70.526293
SEREMI Metropolitana de Santiago;Lo Barnechea;12-906;Clínica MEDS La Dehesa;Embarazadas;3;12-906;-33.36385;-70.5446
SEREMI Metropolitana de Santiago;Lo Barnechea;12-906;Clínica MEDS La Dehesa;Enfermos cronicos de 11 a 64 años de edad;18;12-906;-33.36385;-70.5446
SEREMI Metropolitana de Santiago;Lo Barnechea;12-906;Clínica MEDS La Dehesa;Escolares de 1° a 5° año básico;5;12-906;-33.36385;-70.5446
SEREMI Metropolitana de Santiago;Lo Barnechea;12-906;Clínica MEDS La Dehesa;Niños y niñas de 6 meses a 5 años de edad;27;12-906;-33.36385;-70.5446
SEREMI Metropolitana de Santiago;Lo Barnechea;12-906;Clínica MEDS La Dehesa;P. de salud: Privado;239;12-906;-33.36385;-70.5446
SEREMI Metropolitana de Santiago;Lo Barnechea;12-906;Clínica MEDS La Dehesa;P. de salud: Público;1;12-906;-33.36385;-70.5446
SEREMI Metropolitana de Santiago;Lo Barnechea;12-906;Clínica MEDS La Dehesa;Personas mayores de 65 años y más;42;12-906;-33.36385;-70.5446
SEREMI Metropolitana de Santiago;Lo Barnechea;12-906;Clínica MEDS La Dehesa;Población General;368;12-906;-33.36385;-70.5446
SEREMI Metropolitana de Santiago;Macul;12-512;Centro Médico San Joaquín Red de Salud UC CHRISTUS;Embarazadas;21;12-512;-33.497116;-70.614619
SEREMI Metropolitana de Santiago;Macul;12-512;Centro Médico San Joaquín Red de Salud UC CHRISTUS;Enfermos cronicos de 11 a 64 años de edad;196;12-512;-33.497116;-70.614619
SEREMI Metropolitana de Santiago;Macul;12-512;Centro Médico San Joaquín Red de Salud UC CHRISTUS;Escolares de 1° a 5° año básico;70;12-512;-33.497116;-70.614619
SEREMI Metropolitana de Santiago;Macul;12-512;Centro Médico San Joaquín Red de Salud UC CHRISTUS;Estrategia Capullo;1;12-512;-33.497116;-70.614619
SEREMI Metropolitana de Santiago;Macul;12-512;Centro Médico San Joaquín Red de Salud UC CHRISTUS;Niños y niñas de 6 meses a 5 años de edad;202;12-512;-33.497116;-70.614619
SEREMI Metropolitana de Santiago;Macul;12-512;Centro Médico San Joaquín Red de Salud UC CHRISTUS;P. de salud: Privado;499;12-512;-33.497116;-70.614619
SEREMI Metropolitana de Santiago;Macul;12-512;Centro Médico San Joaquín Red de Salud UC CHRISTUS;P. de salud: Público;16;12-512;-33.497116;-70.614619
