Comuna;CODIGO_DEIS;Establecimiento;Dosis;N° de vacunados;Criterio_elegibilidad;Servicio
Cerro Navia;10-330;Centro de Salud Familiar Dr. Adalberto Steeger;Única;27;Estrategia Capullo;Occidente
Colina;09-316;Centro de Salud Familiar Esmeralda;Única;2;Estrategia Capullo;Norte
Colina;09-418;Posta de Salud Rural Las Canteras;Única;1;Estrategia Capullo;Norte
Conchalí;09-302;Centro de Salud Familiar Lucas Sierra;Única;5;Estrategia Capullo;Norte
Conchalí;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;Única;3;Estrategia Capullo;Norte
Conchalí;09-309;Centro de Salud Familiar José Symon Ojeda;Única;2;Estrategia Capullo;Norte
Curacaví;10-160;Hospital de Curacaví;Única;9;Estrategia Capullo;Occidente
El Bosque;13-312;Centro de Salud Familiar Dr. Carlos Lorca Tobar;Única;2;Estrategia Capullo;Sur
El Bosque;13-314;Centro de Salud Familiar Cóndores de Chile;Única;4;Estrategia Capullo;Sur
El Bosque;13-317;Centro de Salud Familiar Santa Laura;Única;1;Estrategia Capullo;Sur
El Bosque;13-323;Centro de Salud Familiar Dr. Mario Salcedo;Única;12;Estrategia Capullo;Sur
El Bosque;13-324;Centro de Salud Familiar Dra. Haydeé López Casoou;Única;23;Estrategia Capullo;Sur
El Bosque;13-329;Centro de Salud Familiar Canciller Orlando Letelier;Única;7;Estrategia Capullo;Sur
El Monte;10-370;Centro de Salud Familiar El Monte;Única;1;Estrategia Capullo;Occidente
Estación Central;11-230;Clínica Hospital del Profesor;Única;1;Estrategia Capullo;Central
Huechuraba;09-305;Centro de Salud Familiar La Pincoya;Única;24;Estrategia Capullo;Norte
Huechuraba;09-317;Centro de Salud Familiar El Barrero;Única;12;Estrategia Capullo;Norte
Huechuraba;09-323;Centro de Salud Familiar Dr. Salvador Allende Gossens;Única;6;Estrategia Capullo;Norte
Huechuraba;09-915;Centro de Salud Familiar Dr. Victor Castro Wiren;Única;5;Estrategia Capullo;Norte
Independencia;09-101;Hospital Clínico de Niños Dr. Roberto del Río (Santiago, Independencia);Única;4;Estrategia Capullo;Norte
Independencia;09-300;Centro de Salud Familiar Agustín Cruz Melo;Única;3;Estrategia Capullo;Norte
Independencia;09-321;Centro de Salud Familiar Juan Antonio Ríos;Única;9;Estrategia Capullo;Norte
Isla de Maipo;10-375;Centro de Salud Familiar Isla de Maipo;Única;5;Estrategia Capullo;Occidente
Isla de Maipo;10-425;Centro de Salud Familiar La Islita;Única;7;Estrategia Capullo;Occidente
La Cisterna;13-311;Centro de Salud Familiar Santa Anselma;Única;5;Estrategia Capullo;Sur
La Cisterna;13-326;Centro de Salud Familiar Eduardo Frei Montalva;Única;39;Estrategia Capullo;Sur
La Florida;14-223;Clínica Vespucio;Única;5;Estrategia Capullo;Suroriente
La Florida;14-305;Centro de Salud Familiar Los Quillayes;Única;8;Estrategia Capullo;Suroriente
La Florida;14-331;Centro de Salud Familiar La Florida;Única;3;Estrategia Capullo;Suroriente
La Granja;13-307;Centro de Salud Familiar Padre Esteban Gumucio Vives;Única;2;Estrategia Capullo;Suroriente
La Granja;14-306;Centro de Salud Familiar La Granja;Única;2;Estrategia Capullo;Suroriente
La Pintana;14-308;Centro de Salud Familiar San Rafael;Única;11;Estrategia Capullo;Suroriente
La Pintana;14-311;Centro de Salud Familiar Santiago de Nueva Extremadura;Única;6;Estrategia Capullo;Suroriente
La Reina;12-317;Centro de Salud Familiar Ossandon;Única;18;Estrategia Capullo;Oriente
La Reina;12-530;Hospital Militar de Santiago;Única;3;Estrategia Capullo;Oriente
La Reina;12-924;Vacunatorio Darvax;Única;2;Estrategia Capullo;Oriente
Lampa;09-312;Centro de Salud Familiar Batuco;Única;3;Estrategia Capullo;Norte
Lampa;09-407;Posta de Salud Rural Juan Pablo II de Lampa;Única;5;Estrategia Capullo;Norte
Las Condes;12-212;Clínica Las Condes;Única;5;Estrategia Capullo;Oriente
Las Condes;12-238;Hospital FACH;Única;10;Estrategia Capullo;Oriente
Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;Única;2;Estrategia Capullo;Oriente
Las Condes;12-304;Centro de Salud Familiar Apoquindo;Única;9;Estrategia Capullo;Oriente
Las Condes;12-950;Hospital Clínico Universidad de Los Andes;Única;5;Estrategia Capullo;Oriente
Las Condes;201157;Centro Médico y Dental Arauco Salud;Única;2;Estrategia Capullo;Oriente
Lo Barnechea;12-307;Centro de Salud Familiar Lo Barnechea;Única;6;Estrategia Capullo;Oriente
Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;Única;2;Estrategia Capullo;Oriente
Lo Barnechea;12-527;Centro Médico Clínica Alemana (La Dehesa);Única;11;Estrategia Capullo;Oriente
Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;Única;4;Estrategia Capullo;Sur
Lo Espejo;13-310;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;Única;4;Estrategia Capullo;Sur
Lo Espejo;13-396;Centro de Salud Familiar Pueblo Lo Espejo;Única;2;Estrategia Capullo;Sur
Lo Prado;10-340;Centro de Salud Familiar Dr. Raúl Yazigi;Única;1;Estrategia Capullo;Occidente
Macul;12-313;Centro de Salud Familiar Santa Julia;Única;4;Estrategia Capullo;Oriente
Macul;12-319;Centro de Salud Familiar Padre Alberto Hurtado;Única;3;Estrategia Capullo;Oriente
Macul;12-512;Centro Médico San Joaquín Red de Salud UC CHRISTUS;Única;3;Estrategia Capullo;Oriente
Maipú;11-304;Centro de Salud Familiar Maipú;Única;5;Estrategia Capullo;Central
Maipú;11-308;Centro de Salud Familiar Dr. José Eduardo Ahués Salame;Única;6;Estrategia Capullo;Central
Maipú;11-378;Centro de Salud Familiar Dr. Iván Insunza;Única;2;Estrategia Capullo;Central
Maipú;11-379;Centro de Salud Familiar Clotario Blest;Única;1;Estrategia Capullo;Central
Maipú;11-380;Centro de Salud Familiar Dr. Carlos Godoy;Única;4;Estrategia Capullo;Central
Maipú;11-382;Centro de Salud Familiar Presidenta Michelle Bachelet;Única;1;Estrategia Capullo;Central
Maipú;11-383;Centro de Salud Familiar Dr. Luis Ferrada;Única;1;Estrategia Capullo;Central
Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;Única;5;Estrategia Capullo;Occidente
Melipilla;10-379;Centro de Salud Familiar Dr. Francisco Boris Soler;Única;6;Estrategia Capullo;Occidente
Melipilla;10-381;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;Única;2;Estrategia Capullo;Occidente
Melipilla;10-445;Posta de Salud Rural Pahuilmo;Única;1;Estrategia Capullo;Occidente
Melipilla;10-938;Centro de Salud Familiar Florencia;Única;21;Estrategia Capullo;Occidente
Paine;13-318;Centro de Salud Familiar Dr. Miguel Ángel Solar (ex CESFAM Paine);Única;11;Estrategia Capullo;Sur
Paine;13-319;Centro de Salud Familiar Dr. Raúl Moya;Única;9;Estrategia Capullo;Sur
Paine;13-409;Posta de Salud Rural Huelquén;Única;2;Estrategia Capullo;Sur
Pedro Aguirre Cerda;11-303;Centro de Salud Familiar Lo Valledor Norte;Única;7;Estrategia Capullo;Sur
Pedro Aguirre Cerda;13-303;Centro de Salud Familiar Amador Neghme;Única;4;Estrategia Capullo;Sur
Pedro Aguirre Cerda;13-306;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);Única;8;Estrategia Capullo;Sur
Pedro Aguirre Cerda;13-331;Centro de Salud Familiar Edgardo Enríquez Fröedden;Única;3;Estrategia Capullo;Sur
Peñaflor;10-308;Centro de Salud Familiar Peñaflor;Única;14;Estrategia Capullo;Occidente
Peñalolén;12-316;Centro de Salud Familiar Carol Urzúa Ibáñez;Única;1;Estrategia Capullo;Oriente
Peñalolén;12-321;Centro de Salud Familiar Cardenal Silva Henríquez;Única;1;Estrategia Capullo;Oriente
Peñalolén;12-322;Centro de Salud Familiar Padre Gerardo Whelan;Única;1;Estrategia Capullo;Oriente
Peñalolén;201112;CESFAM Las Torres;Única;2;Estrategia Capullo;Oriente
Providencia;12-211;Clínica Indisa;Única;4;Estrategia Capullo;Oriente
Providencia;12-249;Clínica Santa María;Única;14;Estrategia Capullo;Oriente
Providencia;12-301;Centro de Salud Familiar Dr. Hernán Alessandri;Única;3;Estrategia Capullo;Oriente
Providencia;12-302;Centro de Salud Familiar Dr. Alfonso Leng;Única;4;Estrategia Capullo;Oriente
Providencia;12-303;Centro de Salud Familiar Aguilucho;Única;4;Estrategia Capullo;Oriente
Providencia;12-922;Vacunatorio Mediclown;Única;3;Estrategia Capullo;Oriente
Pudahuel;10-351;Centro de Salud Familiar Pudahuel Poniente;Única;5;Estrategia Capullo;Occidente
Pudahuel;10-352;Centro de Salud Familiar Dr. Gustavo Molina;Única;4;Estrategia Capullo;Occidente
Pudahuel;10-354;Centro de Salud Familiar Violeta Parra;Única;1;Estrategia Capullo;Occidente
Puente Alto;14-301;Centro de Salud Familiar Dr. Alejandro del Río;Única;5;Estrategia Capullo;Suroriente
Puente Alto;14-312;Centro de Salud Familiar San Gerónimo;Única;1;Estrategia Capullo;Suroriente
Puente Alto;14-320;Centro de Salud Familiar Bernardo Leighton;Única;7;Estrategia Capullo;Suroriente
Puente Alto;14-321;Centro de Salud Familiar Cardenal Silva Henríquez;Única;2;Estrategia Capullo;Suroriente
Puente Alto;14-322;Centro de Salud Familiar Padre Manuel Villaseca;Única;5;Estrategia Capullo;Suroriente
Puente Alto;14-332;Centro de Salud Familiar Laurita Vicuña;Única;9;Estrategia Capullo;Suroriente
Quilicura;09-313;Centro de Salud Familiar Irene Frei de Cid;Única;1;Estrategia Capullo;Norte
Quilicura;09-315;Centro de Salud Familiar Manuel Bustos Huerta;Única;3;Estrategia Capullo;Norte
Quilicura;09-324;Centro de Salud Familiar Presidente Salvador Allende Gossens;Única;62;Estrategia Capullo;Norte
Quilicura;201091;CESFAM Marta Ugarte Román;Única;14;Estrategia Capullo;Norte
Quinta Normal;10-310;Centro de Salud Familiar Andes;Única;1;Estrategia Capullo;Occidente
Quinta Normal;10-325;Centro de Salud Familiar Garín;Única;2;Estrategia Capullo;Occidente
Recoleta;09-201;Clínica Dávila;Única;4;Estrategia Capullo;Norte
Recoleta;09-301;Centro de Salud Familiar Recoleta;Única;2;Estrategia Capullo;Norte
Recoleta;09-303;Centro de Salud Familiar Quinta Bella;Única;9;Estrategia Capullo;Norte
Recoleta;09-304;Centro de Salud Familiar Valdivieso;Única;2;Estrategia Capullo;Norte
Recoleta;09-307;Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie);Única;5;Estrategia Capullo;Norte
Recoleta;09-390;Centro de Salud Familiar Cristo Vive (ONG);Única;10;Estrategia Capullo;Norte
Renca;10-360;Centro de Salud Familiar Renca;Única;7;Estrategia Capullo;Occidente
Renca;10-361;Centro de Salud Familiar Bicentenario;Única;15;Estrategia Capullo;Occidente
Renca;10-362;Centro de Salud Familiar Dr. Hernán Urzúa Merino;Única;5;Estrategia Capullo;Occidente
Renca;10-364;Centro de Salud Familiar Huamachuco;Única;6;Estrategia Capullo;Occidente
San Bernardo;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);Única;2;Estrategia Capullo;Sur
San Bernardo;13-315;Centro de Salud Familiar Confraternidad;Única;3;Estrategia Capullo;Sur
San Bernardo;13-316;Centro de Salud Familiar Carol Urzúa;Única;2;Estrategia Capullo;Sur
San Bernardo;13-328;Centro de Salud Familiar Padre Joan Alsina;Única;9;Estrategia Capullo;Sur
San Bernardo;13-330;Centro de Salud Familiar Raúl Brañes F.;Única;9;Estrategia Capullo;Sur
San Bernardo;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);Única;1;Estrategia Capullo;Sur
San Joaquín;13-301;Centro de Salud Familiar San Joaquín;Única;3;Estrategia Capullo;Sur
San Joaquín;13-305;Centro de Salud Familiar Arturo Baeza Goñi;Única;17;Estrategia Capullo;Sur
San Joaquín;13-322;Centro de Salud Familiar Santa Teresa de Los Andes;Única;1;Estrategia Capullo;Sur
San José de Maipo;14-102;Hospital San José de Maipo;Única;1;Estrategia Capullo;Suroriente
San Miguel;13-130;Hospital Dr. Exequiel González Cortés (Santiago, San Miguel);Única;8;Estrategia Capullo;Sur
San Miguel;13-300;Centro de Salud Familiar Barros Luco;Única;5;Estrategia Capullo;Sur
San Miguel;13-302;Centro de Salud Familiar Recreo;Única;5;Estrategia Capullo;Sur
San Ramón;14-307;Centro de Salud Familiar La Bandera;Única;2;Estrategia Capullo;Suroriente
San Ramón;14-314;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Única;3;Estrategia Capullo;Suroriente
Santiago;11-100;Hospital Clínico San Borja Arriarán;Única;24;Estrategia Capullo;Central
Santiago;11-267;Centro Médico Vida Integra Alameda;Única;1;Estrategia Capullo;Central
Santiago;11-291;Centro Médico y Dental Fundación Asistencial Trabajadores Del Banco del Estado de Chile;Única;1;Estrategia Capullo;Central
Santiago;11-300;Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo;Única;1;Estrategia Capullo;Central
Santiago;11-370;Centro de Salud Familiar Padre Orellana;Única;2;Estrategia Capullo;Central
Santiago;11-376;Centro de Salud Familiar Matta Sur;Única;7;Estrategia Capullo;Central
Santiago;11-381;Centro de Salud Familiar Ignacio Domeyko;Única;16;Estrategia Capullo;Central
Talagante;10-390;Centro de Salud Familiar Dr. Alberto Allende Jones;Única;1;Estrategia Capullo;Occidente
Tiltil;09-104;Hospital de Til Til;Única;14;Estrategia Capullo;Norte
Tiltil;09-320;Centro de Salud Familiar Huertos Familiares;Única;4;Estrategia Capullo;Norte
Tiltil;09-414;Posta de Salud Rural Polpaico;Única;13;Estrategia Capullo;Norte
Vitacura;12-200;Clínica Alemana;Única;9;Estrategia Capullo;Oriente
Vitacura;12-201;Clínica Tabancura;Única;1;Estrategia Capullo;Oriente
Ñuñoa;12-240;Hospital Carabineros;Única;3;Estrategia Capullo;Oriente
Ñuñoa;12-311;Centro de Salud Familiar Salvador Bustos;Única;8;Estrategia Capullo;Oriente
Ñuñoa;201093;Vacunatorio Medicien_Ñuñoa;Única;6;Estrategia Capullo;Oriente
Alhué;10-393;Centro de Salud Familiar Villa Alhué;Única;475;Enfermos cronicos de 11 a 64 años de edad;Occidente
Buin;13-320;Centro de Salud Familiar Maipo;Única;418;Enfermos cronicos de 11 a 64 años de edad;Sur
Buin;13-333;Centro de Salud Familiar Alto Jahuel;Única;319;Enfermos cronicos de 11 a 64 años de edad;Sur
Buin;13-390;Centro de Salud Familiar Dr. Héctor García;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Sur
Buin;13-390;Centro de Salud Familiar Dr. Héctor García;Única;1387;Enfermos cronicos de 11 a 64 años de edad;Sur
Buin;13-402;Centro Comunitario de Salud Familiar Dr. Ramón Galindo;Única;211;Enfermos cronicos de 11 a 64 años de edad;Sur
Buin;13-404;Posta de Salud Rural Valdivia de Paine;Única;62;Enfermos cronicos de 11 a 64 años de edad;Sur
Buin;13-405;Posta de Salud Rural Viluco;Única;86;Enfermos cronicos de 11 a 64 años de edad;Sur
Buin;13-406;Posta de Salud Rural El Recurso;Única;48;Enfermos cronicos de 11 a 64 años de edad;Sur
Buin;13-407;Posta de Salud Rural Los Morros;Única;217;Enfermos cronicos de 11 a 64 años de edad;Sur
Buin;13-790;Centro Comunitario de Salud Familiar Dr. Héctor García;Única;171;Enfermos cronicos de 11 a 64 años de edad;Sur
Buin;201098;Centro Medico KINEROD;Única;20;Enfermos cronicos de 11 a 64 años de edad;Sur
Buin;201162;KUME FELEN SPA;Única;63;Enfermos cronicos de 11 a 64 años de edad;Sur
Calera de Tango;13-321;Centro de Salud Familiar Calera de Tango;Única;276;Enfermos cronicos de 11 a 64 años de edad;Sur
Calera de Tango;13-334;Centro de Salud Familiar Los Bajos de San Agustín;Única;361;Enfermos cronicos de 11 a 64 años de edad;Sur
Cerrillos;11-305;Centro de Salud Familiar Dr. Norman Voulliéme;Única;1353;Enfermos cronicos de 11 a 64 años de edad;Central
Cerrillos;11-307;Centro de Salud Familiar Enfermera Sofía Pincheira;Única;699;Enfermos cronicos de 11 a 64 años de edad;Central
Cerro Navia;10-330;Centro de Salud Familiar Dr. Adalberto Steeger;Única;1174;Enfermos cronicos de 11 a 64 años de edad;Occidente
Cerro Navia;10-331;Centro de Salud Familiar Lo Amor;Única;517;Enfermos cronicos de 11 a 64 años de edad;Occidente
Cerro Navia;10-335;Centro de Salud Familiar Cerro Navia;Única;1205;Enfermos cronicos de 11 a 64 años de edad;Occidente
Cerro Navia;10-355;Centro de Salud Familiar Dr. Arturo Albertz;Única;827;Enfermos cronicos de 11 a 64 años de edad;Occidente
Colina;09-310;Centro de Salud Familiar Colina;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Norte
Colina;09-310;Centro de Salud Familiar Colina;Única;1421;Enfermos cronicos de 11 a 64 años de edad;Norte
Colina;09-316;Centro de Salud Familiar Esmeralda;Única;737;Enfermos cronicos de 11 a 64 años de edad;Norte
Colina;09-417;Posta de Salud Rural Los Ingleses;Única;100;Enfermos cronicos de 11 a 64 años de edad;Norte
Colina;09-418;Posta de Salud Rural Las Canteras;Única;79;Enfermos cronicos de 11 a 64 años de edad;Norte
Colina;09-419;Posta de Salud Rural Santa Marta de Liray;Única;75;Enfermos cronicos de 11 a 64 años de edad;Norte
Colina;09-420;Posta de Salud Rural Chacabuco (Colina);Única;78;Enfermos cronicos de 11 a 64 años de edad;Norte
Colina;09-716;Centro Comunitario de Salud Familiar Esmeralda;Única;97;Enfermos cronicos de 11 a 64 años de edad;Norte
Colina;09-810;SAR Colina;Única;2;Enfermos cronicos de 11 a 64 años de edad;Norte
Colina;09-905;Centro Médico Clínica Alemana de Chicureo;Única;84;Enfermos cronicos de 11 a 64 años de edad;Norte
Colina;09-927;Centro Médico Clinica Las Condes de Chicureo (Servicios de Salud Integrados S.A.);Única;92;Enfermos cronicos de 11 a 64 años de edad;Norte
Colina;201087;VACUNATORIO CHICUREO SpA;Única;3;Enfermos cronicos de 11 a 64 años de edad;Norte
Conchalí;09-302;Centro de Salud Familiar Lucas Sierra;Única;1274;Enfermos cronicos de 11 a 64 años de edad;Norte
Conchalí;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;Única;634;Enfermos cronicos de 11 a 64 años de edad;Norte
Conchalí;09-309;Centro de Salud Familiar José Symon Ojeda;Única;533;Enfermos cronicos de 11 a 64 años de edad;Norte
Conchalí;09-314;Centro de Salud Familiar Juanita Aguirre;Única;478;Enfermos cronicos de 11 a 64 años de edad;Norte
Curacaví;10-160;Hospital de Curacaví;Única;703;Enfermos cronicos de 11 a 64 años de edad;Occidente
El Bosque;13-312;Centro de Salud Familiar Dr. Carlos Lorca Tobar;Única;1020;Enfermos cronicos de 11 a 64 años de edad;Sur
El Bosque;13-314;Centro de Salud Familiar Cóndores de Chile;Única;1687;Enfermos cronicos de 11 a 64 años de edad;Sur
El Bosque;13-317;Centro de Salud Familiar Santa Laura;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Sur
El Bosque;13-317;Centro de Salud Familiar Santa Laura;Única;925;Enfermos cronicos de 11 a 64 años de edad;Sur
El Bosque;13-323;Centro de Salud Familiar Dr. Mario Salcedo;Única;1007;Enfermos cronicos de 11 a 64 años de edad;Sur
El Bosque;13-324;Centro de Salud Familiar Dra. Haydeé López Casoou;Única;1110;Enfermos cronicos de 11 a 64 años de edad;Sur
El Bosque;13-329;Centro de Salud Familiar Canciller Orlando Letelier;Única;915;Enfermos cronicos de 11 a 64 años de edad;Sur
El Monte;10-370;Centro de Salud Familiar El Monte;Única;650;Enfermos cronicos de 11 a 64 años de edad;Occidente
Estación Central;11-202;Hospital Clínico Mutual de Seguridad C.CH.C.;Única;36;Enfermos cronicos de 11 a 64 años de edad;Central
Estación Central;11-230;Clínica Hospital del Profesor;Única;188;Enfermos cronicos de 11 a 64 años de edad;Central
Estación Central;11-295;Red Salud Santiago ex Clínica Bicentenario;Única;91;Enfermos cronicos de 11 a 64 años de edad;Central
Estación Central;11-302;Centro de Salud Familiar Padre Vicente Irarrázabal;Única;636;Enfermos cronicos de 11 a 64 años de edad;Central
Estación Central;11-306;Centro de Salud Familiar San José de Chuchunco;Única;1273;Enfermos cronicos de 11 a 64 años de edad;Central
Estación Central;11-310;Centro de Salud Familiar Las Mercedes;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Central
Estación Central;11-310;Centro de Salud Familiar Las Mercedes;Única;776;Enfermos cronicos de 11 a 64 años de edad;Central
Huechuraba;09-305;Centro de Salud Familiar La Pincoya;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Norte
Huechuraba;09-305;Centro de Salud Familiar La Pincoya;Única;1506;Enfermos cronicos de 11 a 64 años de edad;Norte
Huechuraba;09-317;Centro de Salud Familiar El Barrero;Única;1626;Enfermos cronicos de 11 a 64 años de edad;Norte
Huechuraba;09-323;Centro de Salud Familiar Dr. Salvador Allende Gossens;Única;643;Enfermos cronicos de 11 a 64 años de edad;Norte
Huechuraba;09-718;Centro Comunitario de Salud Familiar Los Libertadores;Única;439;Enfermos cronicos de 11 a 64 años de edad;Norte
Huechuraba;09-915;Centro de Salud Familiar Dr. Victor Castro Wiren;Única;669;Enfermos cronicos de 11 a 64 años de edad;Norte
Independencia;09-100;Complejo Hospitalario San José (Santiago, Independencia);Única;56;Enfermos cronicos de 11 a 64 años de edad;Norte
Independencia;09-101;Hospital Clínico de Niños Dr. Roberto del Río (Santiago, Independencia);Única;47;Enfermos cronicos de 11 a 64 años de edad;Norte
Independencia;09-200;Hospital Clínico Universidad de Chile;Única;182;Enfermos cronicos de 11 a 64 años de edad;Norte
Independencia;09-300;Centro de Salud Familiar Agustín Cruz Melo;EPRO;2;Enfermos cronicos de 11 a 64 años de edad;Norte
Independencia;09-300;Centro de Salud Familiar Agustín Cruz Melo;Única;1402;Enfermos cronicos de 11 a 64 años de edad;Norte
Independencia;09-321;Centro de Salud Familiar Juan Antonio Ríos;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Norte
Independencia;09-321;Centro de Salud Familiar Juan Antonio Ríos;Única;687;Enfermos cronicos de 11 a 64 años de edad;Norte
Isla de Maipo;10-375;Centro de Salud Familiar Isla de Maipo;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Occidente
Isla de Maipo;10-375;Centro de Salud Familiar Isla de Maipo;Única;820;Enfermos cronicos de 11 a 64 años de edad;Occidente
Isla de Maipo;10-425;Centro de Salud Familiar La Islita;Única;507;Enfermos cronicos de 11 a 64 años de edad;Occidente
La Cisterna;13-311;Centro de Salud Familiar Santa Anselma;Única;1014;Enfermos cronicos de 11 a 64 años de edad;Sur
La Cisterna;13-326;Centro de Salud Familiar Eduardo Frei Montalva;Única;1673;Enfermos cronicos de 11 a 64 años de edad;Sur
La Florida;14-105;Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza;Única;1;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Florida;14-223;Clínica Vespucio;Única;126;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Florida;14-302;Centro de Salud Familiar Los Castaños;Única;115;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Florida;14-303;Centro de Salud Familiar Bellavista;Única;69;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Florida;14-304;Centro de Salud Familiar Villa O'Higgins;Única;838;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Florida;14-305;Centro de Salud Familiar Los Quillayes;Única;1117;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Florida;14-316;Centro de Salud Familiar Dr. Fernando Maffioletti;Única;36;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Florida;14-324;Centro de Salud Familiar Santa Amalia;Única;257;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Florida;14-330;Centro de Salud Familiar Trinidad;Única;292;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Florida;14-331;Centro de Salud Familiar La Florida;Única;2514;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Florida;14-334;Centro de Salud Familiar José Alvo;Única;344;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Florida;14-908;Clínica Bupa Santiago;Única;45;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Granja;13-307;Centro de Salud Familiar Padre Esteban Gumucio Vives;Única;939;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Granja;14-306;Centro de Salud Familiar La Granja;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Granja;14-306;Centro de Salud Familiar La Granja;Única;1102;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Granja;14-315;Centro de Salud Familiar Malaquías Concha;Única;590;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Granja;14-325;Centro de Salud Familiar Granja Sur;EPRO;2;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Granja;14-325;Centro de Salud Familiar Granja Sur;Única;1708;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Pintana;14-308;Centro de Salud Familiar San Rafael;Única;597;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Pintana;14-309;Centro de Salud Familiar Pablo de Rokha;Única;422;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Pintana;14-311;Centro de Salud Familiar Santiago de Nueva Extremadura;Única;567;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Pintana;14-317;Centro de Salud Familiar Santo Tomás;Única;619;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Pintana;14-318;Centro de Salud Familiar Flor Fernández;Única;302;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Pintana;14-319;Centro de Salud Familiar El Roble;Única;564;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Pintana;14-327;Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS;Única;286;Enfermos cronicos de 11 a 64 años de edad;Suroriente
La Reina;12-317;Centro de Salud Familiar Ossandon;Única;1449;Enfermos cronicos de 11 a 64 años de edad;Oriente
La Reina;12-320;Centro de Salud Familiar Juan Pablo II ( La Reina);Única;62;Enfermos cronicos de 11 a 64 años de edad;Oriente
La Reina;12-530;Hospital Militar de Santiago;Única;646;Enfermos cronicos de 11 a 64 años de edad;Oriente
La Reina;12-924;Vacunatorio Darvax;Única;111;Enfermos cronicos de 11 a 64 años de edad;Oriente
Lampa;09-311;Centro de Salud Familiar José Bauza Frau;Única;1240;Enfermos cronicos de 11 a 64 años de edad;Norte
Lampa;09-312;Centro de Salud Familiar Batuco;Única;579;Enfermos cronicos de 11 a 64 años de edad;Norte
Lampa;09-407;Posta de Salud Rural Juan Pablo II de Lampa;EPRO;1;Enfermos cronicos de 11 a 64 años de edad;Norte
Lampa;09-407;Posta de Salud Rural Juan Pablo II de Lampa;Única;472;Enfermos cronicos de 11 a 64 años de edad;Norte
Las Condes;12-204;Nueva Clínica Cordillera;Única;17;Enfermos cronicos de 11 a 64 años de edad;Oriente
Las Condes;12-212;Clínica Las Condes;Única;203;Enfermos cronicos de 11 a 64 años de edad;Oriente
Las Condes;12-238;Hospital FACH;Única;473;Enfermos cronicos de 11 a 64 años de edad;Oriente
Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;Única;52;Enfermos cronicos de 11 a 64 años de edad;Oriente
Las Condes;12-272;Centro Médico Militar Rosa O'Higgins;Única;61;Enfermos cronicos de 11 a 64 años de edad;Oriente
Las Condes;12-304;Centro de Salud Familiar Apoquindo;Única;3888;Enfermos cronicos de 11 a 64 años de edad;Oriente
Las Condes;12-306;Centro de Salud Familiar Aníbal Ariztía;Única;448;Enfermos cronicos de 11 a 64 años de edad;Oriente
